{x=21, y=132, seq=0, hour=6, day=0, temp=19.6, tmx=27.9, tmn=19.4, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=2.2, wd=0, wdKor=∫œ, wdEn=N, reh=93, r06=0.0, s06=0.0}
{x=38, y=129, seq=1, hour=9, day=0, temp=23.8, tmx=27.1, tmn=23.1, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=17, r12=0.0, s12=0.0, ws=2.8000000000000003, wd=2, wdKor=µø, wdEn=E, reh=72, r06=0.0, s06=0.0}
{x=38, y=129, seq=2, hour=12, day=0, temp=26.0, tmx=27.1, tmn=23.1, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=25, r12=0.0, s12=0.0, ws=1.2000000000000002, wd=2, wdKor=µø, wdEn=E, reh=72, r06=0.0, s06=0.0}
{x=38, y=129, seq=3, hour=15, day=0, temp=26.6, tmx=27.1, tmn=23.1, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=2.2, wd=4, wdKor=≥≤, wdEn=S, reh=77, r06=0.0, s06=0.0}
{x=38, y=129, seq=4, hour=18, day=0, temp=26.5, tmx=27.1, tmn=23.1, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=24, r12=0.0, s12=0.0, ws=5.9, wd=3, wdKor=≥≤µø, wdEn=SE, reh=76, r06=0.0, s06=0.0}
{x=38, y=129, seq=5, hour=21, day=0, temp=24.6, tmx=27.1, tmn=23.1, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=24, r12=0.0, s12=0.0, ws=3.8000000000000003, wd=4, wdKor=≥≤, wdEn=S, reh=81, r06=0.0, s06=0.0}
{x=38, y=129, seq=6, hour=24, day=0, temp=23.3, tmx=27.1, tmn=23.1, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=26, r12=0.0, s12=0.0, ws=0.30000000000000004, wd=7, wdKor=∫œº≠, wdEn=NW, reh=84, r06=0.0, s06=0.0}
{x=38, y=129, seq=7, hour=3, day=1, temp=21.2, tmx=28.6, tmn=21.2, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=25, r12=0.0, s12=0.0, ws=2.8000000000000003, wd=1, wdKor=∫œµø, wdEn=NE, reh=89, r06=0.0, s06=0.0}
{x=42, y=64, seq=0, hour=6, day=0, temp=21.8, tmx=24.9, tmn=21.7, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=2.1, wd=1, wdKor=∫œµø, wdEn=NE, reh=94, r06=0.0, s06=0.0}
{x=42, y=64, seq=1, hour=9, day=0, temp=23.8, tmx=24.9, tmn=21.7, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=35, r12=0.0, s12=0.0, ws=1.4000000000000001, wd=7, wdKor=∫œº≠, wdEn=NW, reh=89, r06=2.5529878, s06=0.0}
{x=42, y=64, seq=2, hour=12, day=0, temp=23.9, tmx=24.9, tmn=21.7, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=66, r12=0.0, s12=0.0, ws=1.7000000000000002, wd=1, wdKor=∫œµø, wdEn=NE, reh=89, r06=2.5529878, s06=0.0}
{x=42, y=64, seq=3, hour=15, day=0, temp=24.5, tmx=24.9, tmn=21.7, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=65, r12=0.0, s12=0.0, ws=3.7, wd=1, wdKor=∫œµø, wdEn=NE, reh=89, r06=3.5117197, s06=0.0}
{x=42, y=64, seq=4, hour=18, day=0, temp=23.4, tmx=24.9, tmn=21.7, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=70, r12=0.0, s12=0.0, ws=2.6, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=3.5117197, s06=0.0}
{x=42, y=64, seq=5, hour=21, day=0, temp=22.2, tmx=24.9, tmn=21.7, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=2.2, wd=1, wdKor=∫œµø, wdEn=NE, reh=94, r06=8.489551, s06=0.0}
{x=42, y=64, seq=6, hour=24, day=0, temp=21.2, tmx=24.9, tmn=21.7, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=85, r12=0.0, s12=0.0, ws=1.8, wd=1, wdKor=∫œµø, wdEn=NE, reh=93, r06=8.489551, s06=0.0}
{x=42, y=64, seq=7, hour=3, day=1, temp=21.1, tmx=25.7, tmn=21.1, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=87, r12=0.0, s12=0.0, ws=1.0, wd=2, wdKor=µø, wdEn=E, reh=95, r06=16.480782, s06=0.0}
{x=42, y=65, seq=0, hour=6, day=0, temp=22.4, tmx=25.6, tmn=22.4, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=3.3000000000000003, wd=1, wdKor=∫œµø, wdEn=NE, reh=91, r06=0.0, s06=0.0}
{x=42, y=65, seq=1, hour=9, day=0, temp=23.9, tmx=25.6, tmn=22.4, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=30, r12=0.0, s12=0.0, ws=2.2, wd=0, wdKor=∫œ, wdEn=N, reh=86, r06=3.3306386, s06=0.0}
{x=42, y=65, seq=2, hour=12, day=0, temp=24.7, tmx=25.6, tmn=22.4, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=68, r12=0.0, s12=0.0, ws=3.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=86, r06=3.3306386, s06=0.0}
{x=42, y=65, seq=3, hour=15, day=0, temp=24.3, tmx=25.6, tmn=22.4, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=68, r12=0.0, s12=0.0, ws=5.800000000000001, wd=1, wdKor=∫œµø, wdEn=NE, reh=86, r06=3.7684622, s06=0.0}
{x=42, y=65, seq=4, hour=18, day=0, temp=23.0, tmx=25.6, tmn=22.4, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=70, r12=0.0, s12=0.0, ws=4.5, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=3.7684622, s06=0.0}
{x=42, y=65, seq=5, hour=21, day=0, temp=22.2, tmx=25.6, tmn=22.4, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=4.2, wd=1, wdKor=∫œµø, wdEn=NE, reh=91, r06=8.240951, s06=0.0}
{x=42, y=65, seq=6, hour=24, day=0, temp=23.3, tmx=25.6, tmn=22.4, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=82, r12=0.0, s12=0.0, ws=2.9000000000000004, wd=1, wdKor=∫œµø, wdEn=NE, reh=91, r06=8.240951, s06=0.0}
{x=42, y=65, seq=7, hour=3, day=1, temp=22.2, tmx=25.3, tmn=21.1, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=81, r12=0.0, s12=0.0, ws=3.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=95, r06=13.579599, s06=0.0}
{x=43, y=95, seq=0, hour=6, day=0, temp=22.7, tmx=26.1, tmn=22.7, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=22, r12=0.0, s12=0.0, ws=2.7, wd=0, wdKor=∫œ, wdEn=N, reh=90, r06=0.0, s06=0.0}
{x=43, y=95, seq=1, hour=9, day=0, temp=23.7, tmx=26.1, tmn=22.7, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=24, r12=0.0, s12=0.0, ws=1.1, wd=3, wdKor=≥≤µø, wdEn=SE, reh=85, r06=2.3, s06=0.0}
{x=43, y=95, seq=2, hour=12, day=0, temp=25.3, tmx=26.1, tmn=22.7, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=39, r12=0.0, s12=0.0, ws=2.7, wd=0, wdKor=∫œ, wdEn=N, reh=85, r06=2.3, s06=0.0}
{x=43, y=95, seq=3, hour=15, day=0, temp=24.9, tmx=26.1, tmn=22.7, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=66, r12=0.0, s12=0.0, ws=2.4000000000000004, wd=1, wdKor=∫œµø, wdEn=NE, reh=86, r06=5.7999997, s06=0.0}
{x=43, y=95, seq=4, hour=18, day=0, temp=23.8, tmx=26.1, tmn=22.7, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=57, r12=0.0, s12=0.0, ws=6.2, wd=1, wdKor=∫œµø, wdEn=NE, reh=91, r06=5.7999997, s06=0.0}
{x=43, y=95, seq=5, hour=21, day=0, temp=22.6, tmx=26.1, tmn=22.7, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=55, r12=0.0, s12=0.0, ws=4.1000000000000005, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=12.1, s06=0.0}
{x=43, y=95, seq=6, hour=24, day=0, temp=21.3, tmx=26.1, tmn=22.7, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=71, r12=0.0, s12=0.0, ws=5.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=89, r06=12.1, s06=0.0}
{x=43, y=95, seq=7, hour=3, day=1, temp=21.6, tmx=23.5, tmn=20.4, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=63, r12=0.0, s12=0.0, ws=6.4, wd=2, wdKor=µø, wdEn=E, reh=89, r06=11.6, s06=0.0}
{x=44, y=55, seq=0, hour=6, day=0, temp=22.4, tmx=25.6, tmn=22.2, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=3.1, wd=2, wdKor=µø, wdEn=E, reh=96, r06=0.0, s06=0.0}
{x=44, y=55, seq=1, hour=9, day=0, temp=24.3, tmx=25.6, tmn=22.2, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=29, r12=0.0, s12=0.0, ws=3.7, wd=2, wdKor=µø, wdEn=E, reh=91, r06=0.93764293, s06=0.0}
{x=44, y=55, seq=2, hour=12, day=0, temp=24.6, tmx=25.6, tmn=22.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=60, r12=0.0, s12=0.0, ws=2.2, wd=0, wdKor=∫œ, wdEn=N, reh=91, r06=0.93764293, s06=0.0}
{x=44, y=55, seq=3, hour=15, day=0, temp=24.5, tmx=25.6, tmn=22.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=60, r12=0.0, s12=0.0, ws=2.4000000000000004, wd=2, wdKor=µø, wdEn=E, reh=91, r06=2.9740343, s06=0.0}
{x=44, y=55, seq=4, hour=18, day=0, temp=23.3, tmx=25.6, tmn=22.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=70, r12=0.0, s12=0.0, ws=2.7, wd=2, wdKor=µø, wdEn=E, reh=90, r06=2.9740343, s06=0.0}
{x=44, y=55, seq=5, hour=21, day=0, temp=22.1, tmx=25.6, tmn=22.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=4.0, wd=2, wdKor=µø, wdEn=E, reh=96, r06=9.025968, s06=0.0}
{x=44, y=55, seq=6, hour=24, day=0, temp=21.3, tmx=25.6, tmn=22.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=90, r12=0.0, s12=0.0, ws=3.2, wd=2, wdKor=µø, wdEn=E, reh=95, r06=9.025968, s06=0.0}
{x=44, y=55, seq=7, hour=3, day=1, temp=21.3, tmx=25.3, tmn=21.3, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=90, r12=0.0, s12=0.0, ws=2.9000000000000004, wd=2, wdKor=µø, wdEn=E, reh=95, r06=20.149086, s06=0.0}
{x=44, y=62, seq=0, hour=6, day=0, temp=22.2, tmx=24.8, tmn=22.2, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=1.7000000000000002, wd=1, wdKor=∫œµø, wdEn=NE, reh=95, r06=0.0, s06=0.0}
{x=44, y=62, seq=1, hour=9, day=0, temp=24.1, tmx=24.8, tmn=22.2, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=1.2000000000000002, wd=7, wdKor=∫œº≠, wdEn=NW, reh=90, r06=1.3827449, s06=0.0}
{x=44, y=62, seq=2, hour=12, day=0, temp=23.8, tmx=24.8, tmn=22.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=62, r12=0.0, s12=0.0, ws=1.4000000000000001, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=1.3827449, s06=0.0}
{x=44, y=62, seq=3, hour=15, day=0, temp=24.2, tmx=24.8, tmn=22.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=61, r12=0.0, s12=0.0, ws=2.7, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=3.122295, s06=0.0}
{x=44, y=62, seq=4, hour=18, day=0, temp=23.4, tmx=24.8, tmn=22.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=70, r12=0.0, s12=0.0, ws=1.8, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=3.122295, s06=0.0}
{x=44, y=62, seq=5, hour=21, day=0, temp=22.5, tmx=24.8, tmn=22.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=1.3, wd=1, wdKor=∫œµø, wdEn=NE, reh=95, r06=8.8777075, s06=0.0}
{x=44, y=62, seq=6, hour=24, day=0, temp=21.3, tmx=24.8, tmn=22.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=89, r12=0.0, s12=0.0, ws=0.9, wd=0, wdKor=∫œ, wdEn=N, reh=95, r06=8.8777075, s06=0.0}
{x=44, y=62, seq=7, hour=3, day=1, temp=21.2, tmx=25.4, tmn=21.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=89, r12=0.0, s12=0.0, ws=0.9, wd=3, wdKor=≥≤µø, wdEn=SE, reh=95, r06=19.198898, s06=0.0}
{x=44, y=68, seq=0, hour=6, day=0, temp=22.2, tmx=25.8, tmn=22.2, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=3.3000000000000003, wd=1, wdKor=∫œµø, wdEn=NE, reh=89, r06=0.0, s06=0.0}
{x=44, y=68, seq=1, hour=9, day=0, temp=23.7, tmx=25.8, tmn=22.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=30, r12=0.0, s12=0.0, ws=2.5, wd=0, wdKor=∫œ, wdEn=N, reh=84, r06=4.0488605, s06=0.0}
{x=44, y=68, seq=2, hour=12, day=0, temp=24.8, tmx=25.8, tmn=22.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=70, r12=0.0, s12=0.0, ws=3.8000000000000003, wd=1, wdKor=∫œµø, wdEn=NE, reh=84, r06=4.0488605, s06=0.0}
{x=44, y=68, seq=3, hour=15, day=0, temp=24.6, tmx=25.8, tmn=22.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=70, r12=0.0, s12=0.0, ws=6.9, wd=1, wdKor=∫œµø, wdEn=NE, reh=84, r06=4.0083776, s06=0.0}
{x=44, y=68, seq=4, hour=18, day=0, temp=23.1, tmx=25.8, tmn=22.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=70, r12=0.0, s12=0.0, ws=5.6000000000000005, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=4.0083776, s06=0.0}
{x=44, y=68, seq=5, hour=21, day=0, temp=22.2, tmx=25.8, tmn=22.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=5.6000000000000005, wd=1, wdKor=∫œµø, wdEn=NE, reh=89, r06=8.001623, s06=0.0}
{x=44, y=68, seq=6, hour=24, day=0, temp=23.5, tmx=25.8, tmn=22.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=4.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=89, r06=8.001623, s06=0.0}
{x=44, y=68, seq=7, hour=3, day=1, temp=22.4, tmx=25.8, tmn=21.4, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=78, r12=0.0, s12=0.0, ws=5.2, wd=1, wdKor=∫œµø, wdEn=NE, reh=95, r06=11.512574, s06=0.0}
{x=45, y=62, seq=0, hour=6, day=0, temp=22.1, tmx=24.8, tmn=22.1, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=1.4000000000000001, wd=0, wdKor=∫œ, wdEn=N, reh=95, r06=0.0, s06=0.0}
{x=45, y=62, seq=1, hour=9, day=0, temp=24.0, tmx=24.8, tmn=22.1, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=1.0, wd=7, wdKor=∫œº≠, wdEn=NW, reh=90, r06=1.4549879, s06=0.0}
{x=45, y=62, seq=2, hour=12, day=0, temp=23.8, tmx=24.8, tmn=22.1, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=62, r12=0.0, s12=0.0, ws=1.1, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=1.4549879, s06=0.0}
{x=45, y=62, seq=3, hour=15, day=0, temp=24.2, tmx=24.8, tmn=22.1, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=61, r12=0.0, s12=0.0, ws=2.8000000000000003, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=3.1467166, s06=0.0}
